fid,Date,City 1,Country 1,City 2,Country 2,Working,Source,"City, Country","City, Country:1",lat:1,lng
340,3 Dec 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 3 Dec. 1950 p 49 advertisement and p 49 ""Atrayentes funciones ofrece hoy Katherine Dunham en el Municipal""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
341,4 Dec 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 4 Dec. 1950 p 49 advertisement and p 49 ""Soberbio espect�culo ofrece hoy Katherine Dunham""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
342,5 Dec 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 4 Dec. 1950 p 49 advertisement and p 49 ""Soberbio espect�culo ofrece hoy Katherine Dunham""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
343,6 Dec 1950,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 6 Dec. 1950 p 45 advertisement ,"Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
344,7 Dec 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 7 Dec. 1950 p 45 advertisement and p 45 ""Hoy pargrama extraordinaio y el s�bado dos estrenos nos ofrece Katherine Dunham""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
345,8 Dec 1950,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 7 Dec. 1950 p 45 advertisement,"Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
346,9 Dec 1950,Santiago,Chile,,,y,"El Mercurio [Santiago de Chile] 8 Dec. 1950 p 57 advertisement and p 57 and ""Katherine Dunham ofrece ma�ana dos estrenos absolutos""; El Mercurio [Santiago de Chile] 9 Dec. 1950 p 37 advertisement and p 39 ""Dos estrenos absolutos nos ofrece hoy Katherine Dunham""","Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
347,10 Dec 1950,Santiago,Chile,,,y,El Mercurio [Santiago de Chile] 10 Dec. 1950 p 39 (advert),"Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
348,11 Dec 1950,Santiago,Chile,Buenos Aires,Argentina,n,,"Santiago, Chile","Santiago, Chile",-33.428532,-70.630133
349,12 Dec 1950,Buenos Aires,Argentina,Mar del Plata,Argentina,n,,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
350,13 Dec 1950,Mar del Plata,Argentina,,,n,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
351,14 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
352,15 Dec 1950,Mar del Plata,Argentina,,,y,SIU program,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
353,16 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
354,17 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
355,18 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
356,19 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
357,20 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
358,21 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
359,22 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
360,23 Dec 1950,Mar del Plata,Argentina,,,y,SIU program,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
361,24 Dec 1950,Mar del Plata,Argentina,,,y,SIU Box 39 folder 4,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
362,25 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
363,26 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
364,27 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
365,28 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
366,29 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
367,30 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
368,31 Dec 1950,Mar del Plata,Argentina,,,y,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
369,1 Jan 1951,Mar del Plata,Argentina,,,y,SIU Box 39 folder 4,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
370,2 Jan 1951,Mar del Plata,Argentina,,,n,,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
371,3 Jan 1951,Mar del Plata,Argentina,,,n,SIU Box 95 folder 3,"Mar del Plata, Argentina","Mar del Plata, Argentina",-38.00228,-57.55754
372,4 Jan 1951,Buenos Aires,Argentina,,,n,SIU Box 95 folder 3,"Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
373,5 Jan 1951,Buenos Aires,Argentina,Lima,Peru,n,"MHS Box 22 Personal Log; SIU Box 95 folder 3","Buenos Aires, Argentina","Buenos Aires, Argentina",-34.607357,-58.454595
374,6 Jan 1951,Lima,Peru,,,n,"MHS Box 22 Personal Log; SIU Box 15 folder 7; SIU Box 95 folder 3","Lima, Peru","Lima, Peru",-12.04318,-77.02824
375,7 Jan 1951,Lima,Peru,,,n,"MHS Box 22 Personal Log; SIU Box 15 folder 7","Lima, Peru","Lima, Peru",-12.04318,-77.02824
376,8 Jan 1951,Lima,Peru,,,n,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
377,9 Jan 1951,Lima,Peru,,,n,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
378,10 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
379,11 Jan 1951,Lima,Peru,,,y,"MHS Box 22 Personal Log; SIU Box 39 folder 4; SIU Box 95 folder 3","Lima, Peru","Lima, Peru",-12.04318,-77.02824
380,12 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
381,13 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
382,14 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
383,15 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
384,16 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
385,17 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
386,18 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
387,19 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
388,20 Jan 1951,Lima,Peru,,,y,"MHS Box 22 Personal Log; NYT","Lima, Peru","Lima, Peru",-12.04318,-77.02824
389,21 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
390,22 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
391,23 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
392,24 Jan 1951,Lima,Peru,,,y,MHS Box 22 Personal Log,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
393,25 Jan 1951,Lima,Peru,,,y,SIU program,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
394,26 Jan 1951,Lima,Peru,,,y,"MHS Box 22 Personal Log; SIU Box 95 folder 3","Lima, Peru","Lima, Peru",-12.04318,-77.02824
395,27 Jan 1951,Lima,Peru,,,y,SIU program,"Lima, Peru","Lima, Peru",-12.04318,-77.02824
396,28 Jan 1951,Lima,Peru,,,y,"MHS Box 22 Personal Log; SIU Box 15 folder 7","Lima, Peru","Lima, Peru",-12.04318,-77.02824
397,29 Jan 1951,Lima,Peru,Quito,Ecuador,n,"MHS Box 22 Personal Log; SIU Box 15 folder 7; SIU Box 95 folder 3","Lima, Peru","Lima, Peru",-12.04318,-77.02824
398,30 Jan 1951,Quito,Ecuador,,,y,"MHS Box 22 Personal Log; SIU Box 15 folder 7","Quito, Ecuador","Quito, Ecuador",-0.22985,-78.52495
399,31 Jan 1951,Quito,Ecuador,,,y,MHS Box 22 Personal Log,"Quito, Ecuador","Quito, Ecuador",-0.22985,-78.52495
400,1 Feb 1951,Quito,Ecuador,,,y,MHS Box 22 Personal Log,"Quito, Ecuador","Quito, Ecuador",-0.22985,-78.52495
401,2 Feb 1951,Quito,Ecuador,Cali,Colombia,n,MHS Box 22 Personal Log,"Quito, Ecuador","Quito, Ecuador",-0.22985,-78.52495
402,3 Feb 1951,Cali,Colombia,,,y,,"Cali, Colombia",,,
403,4 Feb 1951,Cali,Colombia,Bogota,Colombia,n,,"Cali, Colombia",,,
404,5 Feb 1951,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota, Colombia",,,
405,6 Feb 1951,Bogota,Colombia,,,y,"SIU Box 15 folder 7; Box 39 folder 4","Bogota, Colombia",,,
406,7 Feb 1951,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota, Colombia",,,
407,8 Feb 1951,Bogota,Colombia,,,y,,"Bogota, Colombia",,,
408,9 Feb 1951,Bogota,Colombia,,,y,,"Bogota, Colombia",,,
409,10 Feb 1951,Bogota,Colombia,,,y,,"Bogota, Colombia",,,
410,11 Feb 1951,Bogota,Colombia,,,y,SIU Box 95 folder 3,"Bogota, Colombia",,,
411,12 Feb 1951,Bogota,Colombia,,,y,,"Bogota, Colombia",,,
412,13 Feb 1951,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota, Colombia",,,
413,14 Feb 1951,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota, Colombia",,,
414,15 Feb 1951,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota, Colombia",,,
415,16 Feb 1951,Bogota,Colombia,,,y,"SIU Box 15 folder 7; SIU Box 95 folder 3","Bogota, Colombia",,,
416,17 Feb 1951,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota, Colombia",,,
417,18 Feb 1951,Bogota,Colombia,,,y,SIU Box 15 folder 7,"Bogota, Colombia",,,
418,19 Feb 1951,Bogota,Colombia,Medellin,Colombia,n,"SIU Box 15 folder 7; SIU Box 95 folder 3","Bogota, Colombia",,,
419,20 Feb 1951,Medellin,Colombia,,,y,SIU Box 95 folder 3,"Medellin, Colombia",,,
420,21 Feb 1951,Medellin,Colombia,Barranquilla,Colombia,n,"SIU Box 39 folder 4; SIU Box 95 folder 3","Medellin, Colombia",,,
421,22 Feb 1951,Barranquilla,Colombia,,,y,"SIU program; MHS Box 22 Personal Log; SIU Box 95 folder 3","Barranquilla, Colombia","Barranquilla, Colombia",10.96389,-74.79639
422,23 Feb 1951,Barranquilla,Colombia,,,y,"SIU program; MHS Box 22 Personal Log; SIU Box 95 folder 3","Barranquilla, Colombia","Barranquilla, Colombia",10.96389,-74.79639
423,24 Feb 1951,Barranquilla,Colombia,Cartagena,Colombia,y,MHS Box 22 Personal Log,"Barranquilla, Colombia","Barranquilla, Colombia",10.96389,-74.79639
424,25 Feb 1951,Cartagena,Colombia,Barranquilla,Colombia,n,MHS Box 22 Personal Log,"Cartagena, Colombia","Cartagena, Colombia",10.39972,-75.51444
425,26 Feb 1951,Barranquilla,Colombia,,,n,MHS Box 22 Personal Log,"Barranquilla, Colombia","Barranquilla, Colombia",10.96389,-74.79639
426,27 Feb 1951,Barranquilla,Colombia,,,n,MHS Box 22 Personal Log,"Barranquilla, Colombia","Barranquilla, Colombia",10.96389,-74.79639
427,28 Feb 1951,Barranquilla,Colombia,Caracas,Venezuela,n,MHS Box 22 Personal Log,"Barranquilla, Colombia","Barranquilla, Colombia",10.96389,-74.79639
428,1 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
429,2 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
430,3 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
431,4 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
432,5 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
433,6 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
434,7 Mar 1951,Caracas,Venezuela,,,y,MHS Box 22 Personal Log,"Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
435,8 Mar 1951,Caracas,Venezuela,,,y,MHS Box 22 Personal Log,"Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
436,9 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
437,10 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
438,11 Mar 1951,Caracas,Venezuela,,,y,"SIU program, MHS Box 22 Personal Log","Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
439,12 Mar 1951,Caracas,Venezuela,Kingston,Jamaica,n,,"Caracas, Venezuela","Caracas, Venezuela",10.48801,-66.87919
440,13 Mar 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
441,14 Mar 1951,Kingston,Jamaica,Petion-Ville,Haiti,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
442,15 Mar 1951,Petion-Ville,Haiti,,,y,,"Petion-Ville, Haiti",,,
443,16 Mar 1951,Petion-Ville,Haiti,,,y,SIU Box 39 folder 4,"Petion-Ville, Haiti",,,
444,17 Mar 1951,Petion-Ville,Haiti,,,y,SIU Box 39 folder 4,"Petion-Ville, Haiti",,,
445,18 Mar 1951,Petion-Ville,Haiti,,,y,SIU Box 39 folder 4,"Petion-Ville, Haiti",,,
446,19 Mar 1951,Petion-Ville,Haiti,Kingston,Jamaica,n,SIU Box 39 folder 4,"Petion-Ville, Haiti",,,
447,20 Mar 1951,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
448,21 Mar 1951,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
449,22 Mar 1951,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
450,23 Mar 1951,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
451,24 Mar 1951,Kingston,Jamaica,,,n,SIU Box 16 folder 7,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
452,25 Mar 1951,Kingston,Jamaica,,,n,"SIU Box 16 folder 7; Box 39 folder 4","Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
453,26 Mar 1951,Kingston,Jamaica,,,n,"SIU Box 16 folder 7; Box 39 folder 4","Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
454,27 Mar 1951,Kingston,Jamaica,,,n,"SIU Box 16 folder 7; Box 39 folder 4","Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
455,28 Mar 1951,Kingston,Jamaica,,,n,"SIU Box 16 folder 7; Box 39 folder 4","Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
456,29 Mar 1951,Kingston,Jamaica,,,y,"SIU program, MHS Box 22 Personal Log","Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
457,30 Mar 1951,Kingston,Jamaica,,,y,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
458,31 Mar 1951,Kingston,Jamaica,,,n,"SIU Box 39 folder 4; NYT","Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
459,1 Apr 1951,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
460,2 Apr 1951,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
461,3 Apr 1951,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
462,4 April 1951,Kingston,Jamaica,,,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
463,5 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
464,6 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
465,7 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
466,8 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
467,9 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
468,10 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
469,11 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
470,12 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
471,13 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
472,14 Apr 1951,Kingston,Jamaica,,,n,,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
473,15 Apr 1951,Kingston,Jamaica,Port au Prince,Haiti,n,SIU Box 39 folder 4,"Kingston, Jamaica","Kingston, Jamaica",17.998652,-76.79512
474,16 Apr 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
475,17 Apr 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
476,18 Apr 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
477,19 Apr 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
478,20 Apr 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
479,21 Apr 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
480,22 Apr 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
481,23 Apr 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
482,24 Apr 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
483,25 Apr 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
484,26 Apr 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
485,27 Apr 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
486,28 Apr 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
487,29 Apr 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
488,30 Apr 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
489,1 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
490,2 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
491,3 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
492,4 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
493,5 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
494,6 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
495,7 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
496,8 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
497,9 May 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
498,10 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
499,11 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
500,12 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
501,13 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
502,14 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
503,15 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
504,16 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
505,17 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
506,18 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
507,19 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
508,20 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
509,21 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
510,22 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
511,23 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
512,24 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
513,25 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
514,26 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
515,27 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
516,28 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
517,29 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
518,30 May 1951,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince, Haiti",,,
519,31 May 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
520,1 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
521,2 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
522,3 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
523,4 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
524,5 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
525,6 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
526,7 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
527,8 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
528,9 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
529,10 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
530,11 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
531,12 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
532,13 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
533,14 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
534,15 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
535,16 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
536,17 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
537,18 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
538,19 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
539,20 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
540,21 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
541,22 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
542,23 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
543,24 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
544,25 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
545,26 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
546,27 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
547,28 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
548,29 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
549,30 Jun 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
550,1 Jul 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
551,2 Jul 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
552,3 Jul 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
553,4 Jul 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
554,5 Jul 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
555,6 Jul 1951,Port au Prince,Haiti,,,n,,"Port au Prince, Haiti",,,
556,7 Jul 1951,Port-au-Prince,Haiti,,,y,"SIU program, MHS Box 22 Personal Log","Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
557,7 Jul 1951,Port-au-Prince,Haiti,,,y,"SIU program, MHS Box 22 Personal Log","Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
558,8 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
559,8 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
560,9 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
561,9 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
562,10 Jul 1951,Port-au-Prince,Haiti,,,y,,"Port-au-Prince, Haiti","Port-au-Prince, Haiti",18.53917,-72.335
