fid,Date,City 1,Country 1,City 2,Country 2,Working,Source,"City, Country","City, Country:1",lat:1,lng
832,16 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
833,17 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
834,18 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
835,19 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
836,20 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
837,21 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
838,22 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
839,23 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
840,24 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
841,25 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
842,26 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
843,27 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
844,28 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
845,29 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
846,30 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
847,31 Mar 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
848,1 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
849,2 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
850,3 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
851,4 Apr 1952,London,England,,,y,"MHS Box 22 Personal Log; SIU Box 16 folder 1","London, England",,,
852,5 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
853,6 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
854,7 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
855,8 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
856,9 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
857,10 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
858,11 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
859,12 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
860,13 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
861,14 Apr 1952,London,England,,,y,"MHS Box 22 Personal Log; SIU Box 39 folder 4","London, England",,,
862,15 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
863,16 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
864,17 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
865,18 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
866,19 Apr 1952,London,England,,,y,MHS Box 22 Personal Log,"London, England",,,
867,20 Apr 1952,London,England,,,n,MHS Box 22 Personal Log,"London, England",,,
868,21 Apr 1952,Cairnryan,Scotland,Belfast,Northern Ireland,y,"SIU program; MHS Box 22 Personal Log","Cairnryan, Scotland",,,
869,22 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
870,23 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
871,24 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
872,25 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
873,26 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
874,27 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
875,28 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log; MHS Box 56 Clippings","Belfast, Northern Ireland",,,
876,29 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
877,30 Apr 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
878,1 May 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
879,2 May 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log; SIU Box 39 folder 4","Belfast, Northern Ireland",,,
880,3 May 1952,Belfast,Northern Ireland,,,y,"SIU program; MHS Box 22 Personal Log","Belfast, Northern Ireland",,,
881,4 May 1952,Belfast,Northern Ireland,Dublin,Ireland,n,MHS Box 22 Personal Log,"Belfast, Northern Ireland",,,
882,5 May 1952,Dublin,Ireland,,,y,MHS Box 22 Personal Log,"Dublin, Ireland","Dublin, Ireland",53.33928,-6.281314
883,6 May 1952,Dublin,Ireland,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Dublin, Ireland","Dublin, Ireland",53.33928,-6.281314
884,7 May 1952,Dublin,Ireland,,,y,MHS Box 22 Personal Log,"Dublin, Ireland","Dublin, Ireland",53.33928,-6.281314
885,8 May 1952,Dublin,Ireland,,,y,MHS Box 22 Personal Log,"Dublin, Ireland","Dublin, Ireland",53.33928,-6.281314
886,9 May 1952,Dublin,Ireland,,,y,MHS Box 22 Personal Log,"Dublin, Ireland","Dublin, Ireland",53.33928,-6.281314
887,10 May 1952,Dublin,Ireland,,,y,MHS Box 22 Personal Log,"Dublin, Ireland","Dublin, Ireland",53.33928,-6.281314
888,11 May 1952,Dublin,Ireland,London,England,n,MHS Box 22 Personal Log,"Dublin, Ireland","Dublin, Ireland",53.33928,-6.281314
889,12 May 1952,London,England,Bournemouth,England,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","London, England",,,
890,13 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
891,14 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
892,15 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
893,16 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
894,17 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
895,18 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
896,19 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
897,20 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
898,21 May 1952,Bournemouth,England,,,y,"MHS Box 22 Personal Log; SIU Box 39 folder 4","Bournemouth, England",,,
899,22 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
900,23 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
901,24 May 1952,Bournemouth,England,,,y,MHS Box 22 Personal Log,"Bournemouth, England",,,
902,25 May 1952,Bournemouth,England,Nottingham,England,n,MHS Box 22 Personal Log,"Bournemouth, England",,,
903,26 May 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
904,27 May 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
905,28 May 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
906,29 May 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
907,30 May 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
908,31 May 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
909,1 Jun 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
910,2 Jun 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
911,3 Jun 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings; SIU Box 39 folder 4","Nottingham, England",,,
912,4 Jun 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
913,5 Jun 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
914,6 Jun 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
915,7 Jun 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
916,8 Jun 1952,Nottingham,England,,,y,"MHS Box 22 Personal Log; MHS Box 56 Clippings","Nottingham, England",,,
917,9 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
918,10 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log; MHS Box 56 Clippings","Birmingham, England",,,
919,11 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
920,12 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
921,13 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
922,14 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log; SIU Box 39 folder 4","Birmingham, England",,,
923,15 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
924,16 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
925,17 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
926,18 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
927,19 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
928,20 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log","Birmingham, England",,,
929,21 Jun 1952,Birmingham,England,,,y,"SIU program, MHS Box 22 Personal Log; SIU Box 16 folder 1","Birmingham, England",,,
930,22 Jun 1952,Birmingham,England,Bristol,England,n,,"Birmingham, England",,,
931,23 Jun 1952,Bristol,England,,,y,SIU program,"Bristol, England",,,
932,24 Jun 1952,Bristol,England,,,y,"SIU program; MHS Box 56 Clippings","Bristol, England",,,
933,25 Jun 1952,Bristol,England,,,y,SIU program,"Bristol, England",,,
934,26 Jun 1952,Bristol,England,,,y,SIU program,"Bristol, England",,,
935,27 Jun 1952,Bristol,England,,,y,"SIU program; SIU Box 39 folder 4","Bristol, England",,,
936,28 Jun 1952,Bristol,England,,,y,"SIU program, MHS Box 22 Personal Log","Bristol, England",,,
937,29 Jun 1952,Bristol,England,,,y,"SIU program, MHS Box 22 Personal Log","Bristol, England",,,
938,30 Jun 1952,Bristol,England,,,y,SIU program,"Bristol, England",,,
939,1 Jul 1952,Bristol,England,,,y,"SIU program; SIU Box 39 folder 4","Bristol, England",,,
940,2 Jul 1952,Bristol,England,,,y,SIU program,"Bristol, England",,,
941,3 Jul 1952,Bristol,England,,,y,SIU program,"Bristol, England",,,
942,4 Jul 1952,Bristol,England,,,y,SIU program,"Bristol, England",,,
943,5 Jul 1952,Bristol,England,,,y,SIU program,"Bristol, England",,,
944,6 Jul 1952,Bristol,England,London,England,n,,"Bristol, England",,,
945,7 Jul 1952,London,England,,,n,,"London, England",,,
946,8 Jul 1952,London,England,,,n,SIU Box 16 folder 2,"London, England",,,
947,9 Jul 1952,London,England,Copenhagen,Denmark,n,,"London, England",,,
948,10 Jul 1952,Copenhagen,Denmark,,,y,SIU Box 16 folder 2,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
949,11 Jul 1952,Copenhagen,Denmark,,,y,,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
950,12 Jul 1952,Copenhagen,Denmark,,,y,,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
951,13 Jul 1952,Copenhagen,Denmark,,,y,,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
952,14 Jul 1952,Copenhagen,Denmark,,,y,,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
953,15 Jul 1952,Copenhagen,Denmark,,,y,,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
954,16 Jul 1952,Copenhagen,Denmark,,,y,,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
955,17 Jul 1952,Copenhagen,Denmark,,,y,,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
956,18 Jul 1952,Copenhagen,Denmark,,,y,"SIU Box 39 folder 4; SIU Box 16 folder 2","Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
957,19 Jul 1952,Copenhagen,Denmark,,,y,SIU Box 39 folder 4,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
958,20 Jul 1952,Copenhagen,Denmark,,,y,"SIU Box 39 folder 4; SIU Box 16 folder 2","Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
959,21 Jul 1952,Copenhagen,Denmark,,,y,SIU Box 39 folder 4,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
960,22 Jul 1952,Copenhagen,Denmark,,,y,SIU Box 39 folder 4,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
961,23 Jul 1952,Copenhagen,Denmark,,,y,SIU Box 39 folder 4,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
962,24 Jul 1952,Copenhagen,Denmark,,,y,"SIU Box 39 folder 4; SIU Box 16 folder 2","Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
963,25 Jul 1952,Copenhagen,Denmark,,,y,"SIU Box 39 folder 4; SIU Box 16 folder 2","Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
964,26 Jul 1952,Copenhagen,Denmark,,,y,MHS Box 56 Clippings,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
965,27 Jul 1952,Copenhagen,Denmark,,,y,MHS Box 56 Clippings,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
966,28 Jul 1952,Copenhagen,Denmark,,,y,MHS Box 56 Clippings,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
967,29 Jul 1952,Copenhagen,Denmark,,,y,MHS Box 56 Clippings,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
968,30 Jul 1952,Copenhagen,Denmark,,,y,MHS Box 56 Clippings,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
969,31 Jul 1952,Copenhagen,Denmark,,,y,MHS Box 56 Clippings,"Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
970,1 Aug 1952,Copenhagen,Denmark,,,y,"MHS Box 56 Clippings; SIU Box 16 folder 2","Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
971,2 Aug 1952,Copenhagen,Denmark,,,y,"MHS Box 56 Clippings; SIU Box 16 folder 2","Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
972,3 Aug 1952,Copenhagen,Denmark,Paris,France,n,"SIU Box 39 folder 4; SIU Box 16 folder 2","Copenhagen, Denmark","Copenhagen, Denmark",55.704438,12.502119
973,4 Aug 1952,Paris,France,,,n,"SIU Box 39 folder 4; SIU Box 16 folder 2","Paris, France","Paris, France",48.859116,2.331839
974,5 Aug 1952,Paris,France,,,n,SIU Box 39 folder 4,"Paris, France","Paris, France",48.859116,2.331839
975,6 Aug 1952,Paris,France,,,n,SIU Box 39 folder 4,"Paris, France","Paris, France",48.859116,2.331839
976,7 Aug 1952,Paris,France,,,n,SIU Box 39 folder 4,"Paris, France","Paris, France",48.859116,2.331839
977,8 Aug 1952,Paris,France,,,n,SIU Box 39 folder 4,"Paris, France","Paris, France",48.859116,2.331839
978,9 Aug 1952,Paris,France,,,n,"SIU Box 39 folder 4; SIU Box 16 folder 2","Paris, France","Paris, France",48.859116,2.331839
979,10 Aug 1952,Paris,France,Vichy,France,n,"SIU Box 39 folder 4;  SIU Box 16 folder 2","Paris, France","Paris, France",48.859116,2.331839
980,11 Aug 1952,Vichy,France,,,y,,"Vichy, France","Vichy, France",46.132259,3.426668
981,12 Aug 1952,Vichy,France,,,,,"Vichy, France","Vichy, France",46.132259,3.426668
982,13 Aug 1952,,France,,,,,", France",,,
983,14 Aug 1952,,France,,,,,", France",,,
984,15 Aug 1952,,France,,,,,", France",,,
985,16 Aug 1952,Juan-les-Pins,France,,,y,SIU Box 16 folder 2,"Juan-les-Pins, France",,,
986,17 Aug 1952,,France,,,,,", France",,,
987,18 Aug 1952,Marseille?,France,,,,,"Marseille?, France",,,
988,19 Aug 1952,,France,,,,,", France",,,
989,20 Aug 1952,Nice,France,,,,,"Nice, France","Nice, France",43.713667,7.264625
990,21 Aug 1952,,France,,,,,", France",,,
991,22 Aug 1952,,France,,,,,", France",,,
992,23 Aug 1952,Arachon,France,,,y,"SIU program; SIU Box 16 folder 2","Arachon, France",,,
993,24 Aug 1952,Arachon,France,,,,"SIU program; SIU Box 16 folder 3","Arachon, France",,,
994,25 Aug 1952,,France,,,,,", France",,,
995,26 Aug 1952,Biarritz,France,,,,SIU Box 16 folder 2,"Biarritz, France","Biarritz, France",43.47321,-1.554798
996,27 Aug 1952,Biarritz,France,,,y,MHS Box 56 Clippings,"Biarritz, France","Biarritz, France",43.47321,-1.554798
997,28 Aug 1952,Biarritz,France,,,y,MHS Box 56 Clippings,"Biarritz, France","Biarritz, France",43.47321,-1.554798
998,29 Aug 1952,Biarritz,France,,,y,"MHS Box 56 Clippings; SIU Box 39 folder 4; SIU Box 16 folder 2","Biarritz, France","Biarritz, France",43.47321,-1.554798
999,30 Aug 1952,Biarritz,France,,,y,MHS Box 56 Clippings,"Biarritz, France","Biarritz, France",43.47321,-1.554798
1000,31 Aug 1952,,,,,,,", ",,,
1001,1 Sep 1952,Dax,France,,,,SIU Box 16 folder 2,"Dax, France","Dax, France",43.704624,-1.055729
1002,2 Sep 1952,,,,,,,", ",,,
1003,3 Sep 1952,,,,,,,", ",,,
1004,4 Sep 1952,,,,,,,", ",,,
1005,5 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1006,6 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1007,7 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1008,8 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1009,9 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1010,10 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1011,11 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1012,12 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1013,13 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1014,14 Sep 1952,,,,,,MHS Box 56 Clippings,", ",,,
1015,15 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1016,16 Sep 1952,Barcelona,Spain,,,y,"MHS Box 56 Clippings; Box 39 folder 4","Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1017,17 Sep 1952,Barcelona,Spain,,,y,"MHS Box 56 Clippings; Box 39 folder 4","Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1018,18 Sep 1952,Barcelona,Spain,,,y,"MHS Box 56 Clippings; Box 39 folder 4","Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1019,19 Sep 1952,Barcelona,Spain,,,y,"MHS Box 56 Clippings; Box 39 folder 4","Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1020,20 Sep 1952,Barcelona,Spain,,,y,"MHS Box 56 Clippings; SIU Box 16 folder 2","Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1021,21 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1022,22 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1023,23 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1024,24 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1025,25 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1026,26 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1027,27 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1028,28 Sep 1952,Barcelona,Spain,,,y,MHS Box 56 Clippings,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1029,29 Sep 1952,Barcelona,Spain,,,n,,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1030,30 Sep 1952,Barcelona,Spain,Ventimiglia,Italy,n,,"Barcelona, Spain","Barcelona, Spain",41.400347,2.159592
1031,1 Oct 1952,Ventimiglia,Italy,Milan,Italy,n,,"Ventimiglia, Italy","Ventimiglia, Italy",43.791577,7.610631
1032,2 Oct 1952,Milan,Italy,,,y,,"Milan, Italy","Milan, Italy",45.473702,9.170685
1033,3 Oct 1952,Milan,Italy,,,y,SIU Box 16 folder 2,"Milan, Italy","Milan, Italy",45.473702,9.170685
1034,4 Oct 1952,Milan,Italy,,,y,SIU Box 39 folder 4,"Milan, Italy","Milan, Italy",45.473702,9.170685
1035,5 Oct 1952,Milan,Italy,,,y,SIU Box 39 folder 4,"Milan, Italy","Milan, Italy",45.473702,9.170685
1036,6 Oct 1952,Milan,Italy,,,y,SIU Box 39 folder 4,"Milan, Italy","Milan, Italy",45.473702,9.170685
1037,7 Oct 1952,Milan,Italy,,,y,"MHS Box 22 Personal Log; SIU Box 39 folder 4","Milan, Italy","Milan, Italy",45.473702,9.170685
1038,8 Oct 1952,Milan,Italy,,,y,SIU Box 39 folder 4,"Milan, Italy","Milan, Italy",45.473702,9.170685
1039,9 Oct 1952,Milan,Italy,,,y,SIU Box 39 folder 4,"Milan, Italy","Milan, Italy",45.473702,9.170685
1040,10 Oct 1952,Milan,Italy,,,y,SIU Box 39 folder 4,"Milan, Italy","Milan, Italy",45.473702,9.170685
1041,11 Oct 1952,Milan,Italy,,,y,"SIU Box 39 folder 4; FBI file","Milan, Italy","Milan, Italy",45.473702,9.170685
1042,12 Oct 1952,Milan,Italy,,,y,SIU Box 39 folder 4,"Milan, Italy","Milan, Italy",45.473702,9.170685
1043,13 Oct 1952,Milan,Italy,Rome,Italy,n,,"Milan, Italy","Milan, Italy",45.473702,9.170685
1044,14 Oct 1952,Rome,Italy,,,y,SIU Box 39 folder 4,"Rome, Italy","Rome, Italy",41.878243,12.52809
1045,15 Oct 1952,Rome,Italy,,,y,SIU Box 39 folder 4,"Rome, Italy","Rome, Italy",41.878243,12.52809
1046,16 Oct 1952,Rome,Italy,,,y,SIU Box 39 folder 4,"Rome, Italy","Rome, Italy",41.878243,12.52809
1047,17 Oct 1952,Rome,Italy,,,y,SIU Box 39 folder 4,"Rome, Italy","Rome, Italy",41.878243,12.52809
1048,18 Oct 1952,Rome,Italy,,,y,SIU Box 39 folder 4,"Rome, Italy","Rome, Italy",41.878243,12.52809
1049,19 Oct 1952,Rome,Italy,,,y,SIU Box 39 folder 4,"Rome, Italy","Rome, Italy",41.878243,12.52809
1050,20 Oct 1952,Rome,Italy,Palermo,Italy,n,,"Rome, Italy","Rome, Italy",41.878243,12.52809
1051,21 Oct 1952,Palermo,Italy,,,y,"SIU program; SIU Box 39 folder 4","Palermo, Italy","Palermo, Italy",38.128635,13.334865
1052,22 Oct 1952,Palermo,Italy,,,y,"SIU program; SIU Box 39 folder 4","Palermo, Italy","Palermo, Italy",38.128635,13.334865
1053,23 Oct 1952,Catania,Italy,,,y,SIU Box 39 folder 4,"Catania, Italy","Catania, Italy",37.516282,15.076072
1054,24 Oct 1952,Catania,Italy,Naples,Italy,n,,"Catania, Italy","Catania, Italy",37.516282,15.076072
1055,25 Oct 1952,Naples,Italy,,,y,SIU Box 39 folder 4,"Naples, Italy","Naples, Italy",40.862838,14.237375
1056,26 Oct 1952,Naples,Italy,,,y,SIU Box 39 folder 4,"Naples, Italy","Naples, Italy",40.862838,14.237375
1057,27 Oct 1952,Naples,Italy,Turin,Italy,n,,"Naples, Italy","Naples, Italy",40.862838,14.237375
1058,28 Oct 1952,Turin,Italy,,,y,SIU Box 39 folder 4,"Turin, Italy","Turin, Italy",45.059405,7.652514
1059,29 Oct 1952,Turin,Italy,,,y,SIU Box 39 folder 4,"Turin, Italy","Turin, Italy",45.059405,7.652514
1060,30 Oct 1952,Genoa,Italy,,,y,SIU Box 39 folder 4,"Genoa, Italy","Genoa, Italy",44.42332,8.879033
1061,30 Oct 1952,Genoa,Italy,,,y,SIU Box 39 folder 4,"Genoa, Italy","Genoa, Italy",44.42332,8.879033
1062,31 Oct 1952,Genoa,Italy,,,y,SIU Box 39 folder 4,"Genoa, Italy","Genoa, Italy",44.42332,8.879033
1063,31 Oct 1952,Genoa,Italy,,,y,SIU Box 39 folder 4,"Genoa, Italy","Genoa, Italy",44.42332,8.879033
1064,1 Nov 1952,"Santa Margherita, Genoa",Italy,,,n,SIU Box 39 folder 4,"Santa Margherita, Genoa, Italy",,,
1065,2 Nov 1952,"Santa Margherita, Genoa",Italy,,,n,SIU Box 39 folder 4,"Santa Margherita, Genoa, Italy",,,
1066,3 Nov 1952,"Santa Margherita, Genoa",Italy,,,n,SIU Box 39 folder 4,"Santa Margherita, Genoa, Italy",,,
1067,4 Nov 1952,"Santa Margherita, Genoa",Italy,Marseille,France,n,SIU Box 39 folder 4,"Santa Margherita, Genoa, Italy",,,
1068,5 Nov 1952,Marseille,France,,,y,"SIU program; SIU Box 39 folder 4; SIU Box 16 folder 3","Marseille, France","Marseille, France",43.295314,5.401581
1069,5 Nov 1952,Marseille,France,,,y,"SIU program; SIU Box 39 folder 4; SIU Box 16 folder 3","Marseille, France","Marseille, France",43.295314,5.401581
1070,6 Nov 1952,Marseille,France,,,y,SIU Box 39 folder 4,"Marseille, France","Marseille, France",43.295314,5.401581
1071,6 Nov 1952,Marseille,France,,,y,SIU Box 39 folder 4,"Marseille, France","Marseille, France",43.295314,5.401581
1072,7 Nov 1952,Marseille,France,,,y,"MHS Box 22 Personal Log; SIU Box 39 folder 4","Marseille, France","Marseille, France",43.295314,5.401581
1073,7 Nov 1952,Marseille,France,,,y,"MHS Box 22 Personal Log; SIU Box 39 folder 4","Marseille, France","Marseille, France",43.295314,5.401581
1074,8 Nov 1952,Marseille,France,,,y,SIU Box 39 folder 4,"Marseille, France","Marseille, France",43.295314,5.401581
1075,8 Nov 1952,Marseille,France,,,y,SIU Box 39 folder 4,"Marseille, France","Marseille, France",43.295314,5.401581
1076,9 Nov 1952,Marseille,France,,,y,SIU Box 39 folder 4,"Marseille, France","Marseille, France",43.295314,5.401581
1077,9 Nov 1952,Marseille,France,,,y,SIU Box 39 folder 4,"Marseille, France","Marseille, France",43.295314,5.401581
