,date,city_1,country_1,city_2,country_2,working,source,location,lat,lng,geocoded_location
468,1951-04-14,Kingston,Jamaica,,,n,,"Kingston,Jamaica",,,
469,1951-04-15,Kingston,Jamaica,Port au Prince,Haiti,n,SIU Box 39 folder 4,"Kingston,Jamaica",,,
470,1951-04-16,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
471,1951-04-17,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
472,1951-04-18,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
473,1951-04-19,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",,,
474,1951-04-20,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",18.594395,-72.3074326,
475,1951-04-21,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",18.594395,-72.3074326,
476,1951-04-22,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",18.594395,-72.3074326,
477,1951-04-23,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",18.594395,-72.3074326,
478,1951-04-24,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",18.594395,-72.3074326,
479,1951-04-25,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",18.594395,-72.3074326,
480,1951-04-26,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",18.594395,-72.3074326,
481,1951-04-27,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
482,1951-04-28,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
483,1951-04-29,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
484,1951-04-30,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
485,1951-05-01,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
486,1951-05-02,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
487,1951-05-03,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
488,1951-05-04,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
489,1951-05-05,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
490,1951-05-06,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
491,1951-05-07,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
492,1951-05-08,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
493,1951-05-09,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",,,
494,1951-05-10,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
495,1951-05-11,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
496,1951-05-12,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
497,1951-05-13,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
498,1951-05-14,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
499,1951-05-15,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
500,1951-05-16,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
501,1951-05-17,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
502,1951-05-18,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
503,1951-05-19,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
504,1951-05-20,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
505,1951-05-21,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
506,1951-05-22,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
507,1951-05-23,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
508,1951-05-24,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
509,1951-05-25,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
510,1951-05-26,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
511,1951-05-27,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
512,1951-05-28,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
513,1951-05-29,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
514,1951-05-30,Port au Prince,Haiti,,,n,SIU Box 15 folder 7,"Port au Prince,Haiti",18.594395,-72.3074326,
515,1951-05-31,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
516,1951-06-01,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
517,1951-06-02,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
518,1951-06-03,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
519,1951-06-04,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
520,1951-06-05,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
521,1951-06-06,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",,,
522,1951-06-07,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
523,1951-06-08,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
524,1951-06-09,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
525,1951-06-10,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
526,1951-06-11,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
527,1951-06-12,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
528,1951-06-13,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
529,1951-06-14,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
530,1951-06-15,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
531,1951-06-16,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
532,1951-06-17,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
533,1951-06-18,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
534,1951-06-19,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
535,1951-06-20,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
536,1951-06-21,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
537,1951-06-22,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
538,1951-06-23,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
539,1951-06-24,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
540,1951-06-25,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
541,1951-06-26,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
542,1951-06-27,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
543,1951-06-28,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
544,1951-06-29,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
545,1951-06-30,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
546,1951-07-01,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
547,1951-07-02,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
548,1951-07-03,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
549,1951-07-04,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
550,1951-07-05,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
551,1951-07-06,Port au Prince,Haiti,,,n,,"Port au Prince,Haiti",18.594395,-72.3074326,
552,1951-07-07,Port-au-Prince,Haiti,,,y,"SIU program, MHS Box 22 Personal Log","Port-au-Prince,Haiti",18.594395,-72.3074326,
553,1951-07-08,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
554,1951-07-09,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
555,1951-07-10,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
556,1951-07-11,Port-au-Prince,Haiti,,,y,SIU Box 15 folder 8,"Port-au-Prince,Haiti",18.594395,-72.3074326,
557,1951-07-12,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
558,1951-07-13,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
559,1951-07-14,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
560,1951-07-15,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
561,1951-07-16,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
562,1951-07-17,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
563,1951-07-18,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
564,1951-07-19,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
565,1951-07-20,Port-au-Prince,Haiti,,,y,FBI file,"Port-au-Prince,Haiti",18.594395,-72.3074326,
566,1951-07-21,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
567,1951-07-22,Port-au-Prince,Haiti,,,y,MHS Box 22 Personal Log,"Port-au-Prince,Haiti",18.594395,-72.3074326,
568,1951-07-23,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
569,1951-07-24,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
570,1951-07-25,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
571,1951-07-26,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
572,1951-07-27,Port-au-Prince,Haiti,,,y,,"Port-au-Prince,Haiti",18.594395,-72.3074326,
573,1951-07-28,Port-au-Prince,Haiti,,,y,"SIU program, MHS Box 22 Personal Log","Port-au-Prince,Haiti",18.594395,-72.3074326,
574,1951-07-29,Port-au-Prince,Haiti,Mexico City,Mexico,n,SIU Box 15 folder 8,"Port-au-Prince,Haiti",18.594395,-72.3074326,
575,1951-07-30,Mexico City,Mexico,Guadalajara,Mexico,n,,"Mexico City,Mexico",19.4326077,-99.133208,
576,1951-07-31,Guadalajara,Mexico,,,y,,"Guadalajara,Mexico",,,
577,1951-08-01,Guadalajara,Mexico,,,y,SIU Bic 15 folder 8,"Guadalajara,Mexico",20.6596988,-103.3496092,
578,1951-08-02,Guadalajara,Mexico,,,y,SIU Bic 15 folder 8,"Guadalajara,Mexico",20.6596988,-103.3496092,
579,1951-08-03,Guadalajara,Mexico,,,y,,"Guadalajara,Mexico",20.6596988,-103.3496092,
580,1951-08-04,Guadalajara,Mexico,,,y,,"Guadalajara,Mexico",20.6596988,-103.3496092,
581,1951-08-05,Guadalajara,Mexico,,,y,,"Guadalajara,Mexico",20.6596988,-103.3496092,
582,1951-08-06,Guadalajara,Mexico,,,y,,"Guadalajara,Mexico",20.6596988,-103.3496092,
583,1951-08-07,Guadalajara,Mexico,,,y,,"Guadalajara,Mexico",20.6596988,-103.3496092,
584,1951-08-08,Guadalajara,Mexico,,,y,,"Guadalajara,Mexico",20.6596988,-103.3496092,
585,1951-08-09,Guadalajara,Mexico,,,y,,"Guadalajara,Mexico",20.6596988,-103.3496092,
586,1951-08-10,Guadalajara,Mexico,Mexico City,Mexico,n,,"Guadalajara,Mexico",,,
587,1951-08-11,Mexico City,Mexico,Las Vegas,USA,n,,"Mexico City,Mexico",,,
588,1951-08-12,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
589,1951-08-13,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
590,1951-08-14,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
591,1951-08-15,Las Vegas,USA,,,y,SIU Box 15 folder 8; Variety,"Las Vegas,USA",36.1699412,-115.1398296,
592,1951-08-16,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
593,1951-08-17,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
594,1951-08-18,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
595,1951-08-19,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
596,1951-08-20,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
597,1951-08-21,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
598,1951-08-22,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
599,1951-08-23,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
600,1951-08-24,Las Vegas,USA,,,y,,"Las Vegas,USA",,,
601,1951-08-25,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
602,1951-08-26,Las Vegas,USA,,,y,SIU Box 15 folder 8; Variety,"Las Vegas,USA",36.1699412,-115.1398296,
603,1951-08-27,Las Vegas,USA,,,y,,"Las Vegas,USA",36.1699412,-115.1398296,
604,1951-08-28,Las Vegas,USA,,,y,SIU Box 15 folder 9,"Las Vegas,USA",36.1699412,-115.1398296,
605,1951-08-29,Las Vegas,USA,Reno,USA,n,,"Las Vegas,USA",36.1699412,-115.1398296,
606,1951-08-30,Reno,USA,,,y,SIU Box 15 folder 8,"Reno,USA",39.5296329,-119.8138027,
607,1951-08-31,Reno,USA,,,y,,"Reno,USA",39.5296329,-119.8138027,
608,1951-09-01,Reno,USA,,,y,,"Reno,USA",39.5296329,-119.8138027,
609,1951-09-02,Reno,USA,,,y,,"Reno,USA",39.5296329,-119.8138027,
610,1951-09-03,Reno,USA,,,y,,"Reno,USA",,,
611,1951-09-04,Reno,USA,,,y,,"Reno,USA",,,
612,1951-09-05,Reno,USA,,,y,,"Reno,USA",39.5296329,-119.8138027,
613,1951-09-06,Reno,USA,,,y,,"Reno,USA",39.5296329,-119.8138027,
614,1951-09-07,Reno,USA,,,y,MHS Box 22 Personal Log; SIU Box 15 folder 8,"Reno,USA",39.5296329,-119.8138027,
615,1951-09-08,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
616,1951-09-09,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
617,1951-09-10,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
618,1951-09-11,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
619,1951-09-12,,,,,,SIU Box 16 folder 4,"nan,nan",36.0545737,-95.923037,
620,1951-09-13,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
621,1951-09-14,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
622,1951-09-15,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
623,1951-09-16,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",,,
624,1951-09-17,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
625,1951-09-18,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
626,1951-09-19,Hollywood,USA,,,y,"MHS Box 22 Personal Log; SIU Box 15, folder 9","Hollywood,USA",34.0928092,-118.3286614,
627,1951-09-20,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
628,1951-09-21,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
629,1951-09-22,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
630,1951-09-23,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
631,1951-09-24,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
632,1951-09-25,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",34.0928092,-118.3286614,
633,1951-09-26,Hollywood,USA,,,y,SIU Box 15 folder 8,"Hollywood,USA",,,
634,1951-09-27,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
635,1951-09-28,,,,,,,"NaT,NaT",,,
636,1951-09-29,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
637,1951-09-30,,,,,,,"NaT,NaT",35.2109787,-101.8667601,
638,1951-10-01,,,,,,,"NaT,NaT",,,
639,1951-10-02,New York,USA,,,y,"SIU Box 15, folder 9","New York,USA",40.7127753,-74.0059728,
640,1951-10-03,New York,USA,,,n,,"New York,USA",40.7127753,-74.0059728,
641,1951-10-04,New York,USA,,,n,SIU Box 15 folder 8,"New York,USA",,,
642,1951-10-05,,,,,n,,"nan,nan",36.0545737,-95.923037,
643,1951-10-06,New York,USA,Gander,Newfoundland,n,SIU Box 39 folder 4; flight manifest; Air France 1950 timetable,"New York,USA",40.7127753,-74.0059728,
644,1951-10-07,Gander,Newfoundland,Paris ,France,n,,"Gander,Newfoundland",,,
645,1951-10-08,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
646,1951-10-09,Paris,France,,,n,,"Paris,France",,,
647,1951-10-10,Paris,France,,,n,,"Paris,France",,,
648,1951-10-11,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
649,1951-10-12,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
650,1951-10-13,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
651,1951-10-14,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
652,1951-10-15,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
653,1951-10-16,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
654,1951-10-17,Paris,France,,,n,,"Paris,France",,,
655,1951-10-18,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
656,1951-10-19,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
657,1951-10-20,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
658,1951-10-21,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
659,1951-10-22,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
660,1951-10-23,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",,,
661,1951-10-24,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",,,
662,1951-10-25,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
663,1951-10-26,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
664,1951-10-27,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
665,1951-10-28,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
666,1951-10-29,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
667,1951-10-30,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",,,
668,1951-10-31,Paris,France,,,y,SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
669,1951-11-01,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
670,1951-11-02,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
671,1951-11-03,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
672,1951-11-04,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
673,1951-11-05,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
674,1951-11-06,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
675,1951-11-07,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
676,1951-11-08,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
677,1951-11-09,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
678,1951-11-10,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
679,1951-11-11,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
680,1951-11-12,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
681,1951-11-13,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
682,1951-11-14,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
683,1951-11-15,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
684,1951-11-16,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
685,1951-11-17,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
686,1951-11-18,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
687,1951-11-19,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
688,1951-11-20,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
689,1951-11-21,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
690,1951-11-22,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
691,1951-11-23,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
692,1951-11-24,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
693,1951-11-25,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
694,1951-11-26,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
695,1951-11-27,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
696,1951-11-28,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
697,1951-11-29,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
698,1951-11-30,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
699,1951-12-01,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
700,1951-12-02,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
701,1951-12-03,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
702,1951-12-04,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
703,1951-12-05,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
704,1951-12-06,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
705,1951-12-07,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
706,1951-12-08,Paris,France,,,y,MHS Box 22 Personal Log; SIU Box 15 folder 9,"Paris,France",48.856614,2.3522219,
707,1951-12-09,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
708,1951-12-10,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
709,1951-12-11,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
710,1951-12-12,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
711,1951-12-13,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
712,1951-12-14,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
713,1951-12-15,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
714,1951-12-16,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
715,1951-12-17,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
716,1951-12-18,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
717,1951-12-19,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
718,1951-12-20,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
719,1951-12-21,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
720,1951-12-22,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
721,1951-12-23,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
722,1951-12-24,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
723,1951-12-25,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",,,
724,1951-12-26,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
725,1951-12-27,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
726,1951-12-28,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
727,1951-12-29,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
728,1951-12-30,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
729,1951-12-31,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
730,1952-01-01,Paris,France,,,y,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
731,1952-01-02,Paris,France,,,n,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
732,1952-01-03,Paris,France,,,n,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
733,1952-01-04,Paris,France,London ,England,n,MHS Box 22 Personal Log,"Paris,France",48.856614,2.3522219,
734,1952-01-05,London,England,,,y,MHS Box 22 Personal Log; SIU Box 16 folder 1,"London,England",51.5073509,-0.1277583,
735,1952-01-06,London,England,,,n,MHS Box 22 Personal Log,"London,England",51.5073509,-0.1277583,
736,1952-01-07,London,England,,,y,MHS Box 22 Personal Log,"London,England",51.5073509,-0.1277583,
737,1952-01-08,London,England,,,y,MHS Box 22 Personal Log,"London,England",51.5073509,-0.1277583,
738,1952-01-09,London,England,,,y,MHS Box 22 Personal Log,"London,England",51.5073509,-0.1277583,
739,1952-01-10,London,England,,,y,MHS Box 22 Personal Log,"London,England",51.5073509,-0.1277583,
740,1952-01-11,London,England,,,y,MHS Box 22 Personal Log,"London,England",51.5073509,-0.1277583,
