,date,city_1,country_1,city_2,country_2,working,source,location,lat,lng,geocoded_location
0,1950-01-01,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
1,1950-01-02,Paris,France,,,y,,"Paris,France",48.856614,2.3522219,
2,1950-01-03,Paris,France,,,y,SIU Box 14 folder 6; SIU Box 39 folder 1,"Paris,France",48.856614,2.3522219,
3,1950-01-04,Paris,France,,,y,SIU Box 14 folder 6; SIU Box 39 folder 2,"Paris,France",48.856614,2.3522219,
4,1950-01-05,Paris,France,,,y,SIU Box 14 folder 6; SIU Box 39 folder 3,"Paris,France",48.856614,2.3522219,
5,1950-01-06,Paris,France,,,y,SIU Box 14 folder 6; SIU Box 39 folder 4,"Paris,France",48.856614,2.3522219,
6,1950-01-07,Paris,France,,,y,,"Paris,France",48.856614,2.3522219,
7,1950-01-08,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
8,1950-01-09,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
9,1950-01-10,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
10,1950-01-11,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",,,
11,1950-01-12,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
12,1950-01-13,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
13,1950-01-14,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
14,1950-01-15,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
15,1950-01-16,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
16,1950-01-17,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
17,1950-01-18,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
18,1950-01-19,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
19,1950-01-20,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
20,1950-01-21,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
21,1950-01-22,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
22,1950-01-23,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
23,1950-01-24,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
24,1950-01-25,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
25,1950-01-26,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
26,1950-01-27,Paris,France,,,y,"SIU Box 14 folder 6, 7","Paris,France",48.856614,2.3522219,
27,1950-01-28,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",,,
28,1950-01-29,Paris,France,,,y,SIU Box 14 folder 6,"Paris,France",48.856614,2.3522219,
29,1950-01-30,Paris,France,Cairo ,Egypt,n,TWA flight timetable Nov. 1949 from the collection of Björn Larsson,"Paris,France",48.856614,2.3522219,
30,1950-01-31,Cairo,Egypt,,,n,SIU Box 14 folder 8,"Cairo,Egypt",30.0444196,31.2357116,
31,1950-02-01,Cairo,Egypt,,,n,SIU Box 14 folder 8,"Cairo,Egypt",30.0444196,31.2357116,
32,1950-02-02,Cairo,Egypt,,,n,SIU Box 14 folder 8,"Cairo,Egypt",30.0444196,31.2357116,
33,1950-02-03,Cairo,Egypt,,,n,SIU Box 14 folder 8,"Cairo,Egypt",30.0444196,31.2357116,
34,1950-02-04,Cairo,Egypt,Rome,Italy,n,SIU Box 14 folder 8; AirFrance flight timetable May 1950 from the collection of Björn Larsson,"Cairo,Egypt",,,
35,1950-02-05,Rome,Italy,Turin,Italy,n,SIU Box 14 folder 8,"Rome,Italy",,,
36,1950-02-06,Turin,Italy,,,y,,"Turin,Italy",45.070312,7.686856499999999,
37,1950-02-07,Turin,Italy,,,y,,"Turin,Italy",45.070312,7.686856499999999,
38,1950-02-08,Genoa,Italy,,,y,SIU Box 39 folder 1,"Genoa,Italy",44.4056499,8.946256,
39,1950-02-09,Genoa,Italy,,,y,SIU Box 39 folder 1,"Genoa,Italy",44.4056499,8.946256,
40,1950-02-10,,,,,n,SIU Box 39 folder 1,"nan,nan",36.0545737,-95.923037,
41,1950-02-11,Naples,Italy,,,y,SIU Box 39 folder 1,"Naples,Italy",40.8517746,14.2681244,
42,1950-02-12,Naples,Italy,,,y,SIU Box 39 folder 1,"Naples,Italy",,,
43,1950-02-13,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",,,
44,1950-02-14,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",,,
45,1950-02-15,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",41.9027835,12.4963655,
46,1950-02-16,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",41.9027835,12.4963655,
47,1950-02-17,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",41.9027835,12.4963655,
48,1950-02-18,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",41.9027835,12.4963655,
49,1950-02-19,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",41.9027835,12.4963655,
50,1950-02-20,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",,,
51,1950-02-21,Rome,Italy,,,y,SIU Box 14 folder 8,"Rome,Italy",41.9027835,12.4963655,
52,1950-02-22,,,,,n,,"nan,nan",36.0545737,-95.923037,
53,1950-02-23,Florence,Italy,,,n,SIU Box 14 folder 8,"Florence,Italy",,,
54,1950-02-24,Florence,Italy,,,n,SIU Box 14 folder 8,"Florence,Italy",43.7695604,11.2558136,
55,1950-02-25,Florence,Italy,,,n,SIU Box 14 folder 8,"Florence,Italy",,,
56,1950-02-26,Florence,Italy,,,n,SIU Box 14 folder 8,"Florence,Italy",43.7695604,11.2558136,
57,1950-02-27,Bologna,Italy,,,y,SIU Box 14 folder 8,"Bologna,Italy",,,
58,1950-02-28,Bologna,Italy,,,y,SIU Box 14 folder 8,"Bologna,Italy",44.494887,11.3426162,
59,1950-03-01,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
60,1950-03-02,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
61,1950-03-03,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
62,1950-03-04,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
63,1950-03-05,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
64,1950-03-06,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
65,1950-03-07,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
66,1950-03-08,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
67,1950-03-09,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
68,1950-03-10,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
69,1950-03-11,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
70,1950-03-12,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
71,1950-03-13,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",,,
72,1950-03-14,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
73,1950-03-15,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
74,1950-03-16,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
75,1950-03-17,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
76,1950-03-18,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
77,1950-03-19,Milan,Italy,,,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
78,1950-03-20,Milan,Italy,Venice,Italy,y,"SIU Box 15 folder 1, 2","Milan,Italy",,,
79,1950-03-21,Venice,Italy,,,y,SIU Box 15 folder 1,"Venice,Italy",,,
80,1950-03-22,Venice,Italy,,,y,SIU Box 15 folder 1,"Venice,Italy",,,
81,1950-03-23,Venice,Italy,Milan,Italy,y,"SIU Box 15 folder 1, 2","Venice,Italy",45.4408474,12.3155151,
82,1950-03-24,Milan,Italy,Piacenza,Italy,y,SIU Box 15 folder 1,"Milan,Italy",45.4642035,9.189982,
83,1950-03-25,Piacenza,Italy,Brescia,Italy,y,SIU Box 15 folder 1,"Piacenza,Italy",,,
84,1950-03-26,Brescia,Italy,Biella,Italy,y,SIU Box 15 folder 1; box 15 folder 6,"Brescia,Italy",,,
85,1950-03-27,Biella,Italy,Genoa,Italy,y,,"Biella,Italy",,,
86,1950-03-28,Genoa,Italy,,,n,SIU Box 14 folder 6,"Genoa,Italy",,,
87,1950-03-29,Milan,Italy,Paris,France,n,SIU Box 15 folder 2; Box 39 folder 1,"Milan,Italy",45.4642035,9.189982,
88,1950-03-30,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
89,1950-03-31,Paris,France,,,n,,"Paris,France",,,
90,1950-04-01,Paris,France,,,n,"SIU Box 15 folder 2, 3","Paris,France",48.856614,2.3522219,
91,1950-04-02,Paris,France,,,n,SIU Box 15 folder 3,"Paris,France",,,
92,1950-04-03,Paris,France,,,n,SIU Box 15 folder 3,"Paris,France",,,
93,1950-04-04,Paris,France,,,n,SIU Box 15 folder 3,"Paris,France",48.856614,2.3522219,
94,1950-04-05,Paris,France,,,n,SIU Box 15 folder 3,"Paris,France",48.856614,2.3522219,
95,1950-04-06,Paris,France,,,n,SIU Box 15 folder 3,"Paris,France",,,
96,1950-04-07,Paris,France,,,n,SIU Box 15 folder 3,"Paris,France",48.856614,2.3522219,
97,1950-04-08,Paris,France,,,n,SIU Box 15 folder 3,"Paris,France",48.856614,2.3522219,
98,1950-04-09,Paris,France,,,n,,"Paris,France",48.856614,2.3522219,
99,1950-04-10,Paris,France,New York City,USA,n,Pan American Airways Passenger Manifests (from London and from Paris),"Paris,France",48.856614,2.3522219,
100,1950-04-11,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
101,1950-04-12,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
102,1950-04-13,New York City,USA,,,n,SIU Box 15 folder 3,"New York City,USA",40.7127753,-74.0059728,
103,1950-04-14,New York City,USA,,,y,SIU Box 15 folder 3,"New York City,USA",,,
104,1950-04-15,New York City,USA,,,y,SIU Box 15 folder 3; SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
105,1950-04-16,New York City,USA,,,y,SIU Box 15 folder 3; IBDB,"New York City,USA",40.7127753,-74.0059728,
106,1950-04-17,New York City,USA,,,y,SIU Box 15 folder 3; IBDB,"New York City,USA",40.7127753,-74.0059728,
107,1950-04-18,New York City,USA,,,y,SIU Box 15 folder 3; IBDB,"New York City,USA",40.7127753,-74.0059728,
108,1950-04-19,New York City,USA,,,y,"SIU program, MHS Box 22 Personal Log; IBDB","New York City,USA",40.7127753,-74.0059728,
109,1950-04-20,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
110,1950-04-21,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
111,1950-04-22,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
112,1950-04-23,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
113,1950-04-24,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
114,1950-04-25,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
115,1950-04-26,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
116,1950-04-27,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
117,1950-04-28,New York City,USA,,,y,SIU Box 15 folder 5,"New York City,USA",40.7127753,-74.0059728,
118,1950-04-29,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
119,1950-04-30,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
120,1950-05-01,New York City,USA,,,y,"SIU program, MHS Box 22 Personal Log","New York City,USA",40.7127753,-74.0059728,
121,1950-05-02,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
122,1950-05-03,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
123,1950-05-04,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
124,1950-05-05,New York City,USA,,,y,SIU Box 15 folder 5,"New York City,USA",40.7127753,-74.0059728,
125,1950-05-06,New York City,USA,,,y,SIU Box 15 folder 5,"New York City,USA",40.7127753,-74.0059728,
126,1950-05-07,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
127,1950-05-08,New York City,USA,,,y,"SIU program, MHS Box 22 Personal Log","New York City,USA",40.7127753,-74.0059728,
128,1950-05-09,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
129,1950-05-10,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
130,1950-05-11,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
131,1950-05-12,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
132,1950-05-13,New York City,USA,,,y,IBDB,"New York City,USA",40.7127753,-74.0059728,
133,1950-05-14,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
134,1950-05-15,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
135,1950-05-16,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
136,1950-05-17,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
137,1950-05-18,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
138,1950-05-19,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
139,1950-05-20,New York City,USA,,,y,SIU Box 39 folder 2; NYT,"New York City,USA",40.7127753,-74.0059728,
140,1950-05-21,New York City,USA,,,y,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
141,1950-05-22,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
142,1950-05-23,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
143,1950-05-24,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
144,1950-05-25,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
145,1950-05-26,New York City,USA,,,n,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
146,1950-05-27,New York City,USA,,,n,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
147,1950-05-28,New York City,USA,,,n,SIU Box 39 folder 2,"New York City,USA",40.7127753,-74.0059728,
148,1950-05-29,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
149,1950-05-30,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
150,1950-05-31,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
151,1950-06-01,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
152,1950-06-02,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
153,1950-06-03,New York City,USA,,,n,Brazilian visa documentation,"New York City,USA",,,
154,1950-06-04,New York City,USA,,,n,,"New York City,USA",40.7127753,-74.0059728,
155,1950-06-05,New York City,USA,,,n,flight manifest; flight schedule,"New York City,USA",,,
156,1950-06-06,Belem,Brazil,,,n,Brazilian visa documentation,"Belem,Brazil",-1.4557292,-48.4901785,
157,1950-06-07,Belem,Brazil,Recife,Brazil,n,"MHS Box 22 Personal Log, SIU Box 15, folder 5","Belem,Brazil",-1.4557292,-48.4901785,
158,1950-06-08,Recife,Brazil,,,n,"SIU Box 15, Folder 5","Recife,Brazil",-8.0522404,-34.9286096,
159,1950-06-09,Recife,Brazil,,,y,"SIU Box 15, Folder 5","Recife,Brazil",-8.0522404,-34.9286096,
160,1950-06-10,Recife,Brazil,,,y,SIU Box 39 folder 2,"Recife,Brazil",-8.0522404,-34.9286096,
161,1950-06-11,Recife,Brazil,,,y,SIU Box 39 folder 2,"Recife,Brazil",-8.0522404,-34.9286096,
162,1950-06-12,Recife,Brazil,,,y,SIU Box 39 folder 2,"Recife,Brazil",-8.0522404,-34.9286096,
163,1950-06-13,Recife,Brazil,Rio de Janeiro,Brazil,n,SIU Box 39 folder 2,"Recife,Brazil",-8.0522404,-34.9286096,
164,1950-06-14,Rio de Janeiro,Brazil,,,n,"SIU Box 15, Folder 5","Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
165,1950-06-15,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
166,1950-06-16,Rio de Janeiro,Brazil,,,y,MHS Box 22 Personal Log; SIU Box 39 folder 2,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
167,1950-06-17,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
168,1950-06-18,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
169,1950-06-19,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
170,1950-06-20,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
171,1950-06-21,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
172,1950-06-22,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
173,1950-06-23,Rio de Janeiro,Brazil,,,y,"SIU Box 15, Folder 5","Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
174,1950-06-24,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
175,1950-06-25,Rio de Janeiro,Brazil,,,y,"SIU Box 15, Folder 5","Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
176,1950-06-26,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
177,1950-06-27,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
178,1950-06-28,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
179,1950-06-29,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",,,
180,1950-06-30,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
181,1950-07-01,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
182,1950-07-02,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
183,1950-07-03,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
184,1950-07-04,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1; Brazilian visa docs,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
185,1950-07-05,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
186,1950-07-06,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
187,1950-07-07,Rio de Janeiro,Brazil,,,y,timetable in personal log SIU Box 42 folder 1,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
188,1950-07-08,Rio de Janeiro,Brazil,,,n,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
189,1950-07-09,Rio de Janeiro,Brazil,,,n,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
190,1950-07-10,Rio de Janeiro,Brazil,Sao Paulo,Brazil,n,SIU Box 39 folder 2,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
191,1950-07-11,Sao Paulo,Brazil,,,y,SIU Box 39 folder 2; SIU Box 104 folder 4,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
192,1950-07-12,Sao Paulo,Brazil,,,y,SIU Box 15 folder 5,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
193,1950-07-13,Sao Paulo,Brazil,,,y,SIU Box 39 folder 2,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
194,1950-07-14,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",,,
195,1950-07-15,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
196,1950-07-16,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",,,
197,1950-07-17,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
198,1950-07-18,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
199,1950-07-19,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
200,1950-07-20,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
201,1950-07-21,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
202,1950-07-22,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
203,1950-07-23,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
204,1950-07-24,Sao Paulo,Brazil,,,y,SIU program,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
205,1950-07-25,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
206,1950-07-26,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
207,1950-07-27,Sao Paulo,Brazil,,,y,,"Sao Paulo,Brazil",,,
208,1950-07-28,Sao Paulo,Brazil,,,n,,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
209,1950-07-29,Sao Paulo,Brazil,Rio de Janeiro,Brazil,y,SIU Box 39 folder 2; SIU Box 104 folder 4; SIU Box 42 folder 1,"Sao Paulo,Brazil",-23.5505199,-46.63330939999999,
210,1950-07-30,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
211,1950-07-31,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
212,1950-08-01,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 2,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
213,1950-08-02,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
214,1950-08-03,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
215,1950-08-04,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",,,
216,1950-08-05,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
217,1950-08-06,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
218,1950-08-07,Rio de Janeiro,Brazil,,,y,,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
219,1950-08-08,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
220,1950-08-09,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
221,1950-08-10,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
222,1950-08-11,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro,Brazil",,,
223,1950-08-12,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro,Brazil",,,
224,1950-08-13,Rio de Janeiro,Brazil,,,y,SIU Box 39 folder 3,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
225,1950-08-14,Rio de Janeiro,Brazil,Montevideo,Uruguay,n,SIU Box 39 folder 3,"Rio de Janeiro,Brazil",-22.9068467,-43.1728965,
226,1950-08-15,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
227,1950-08-16,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
228,1950-08-17,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
229,1950-08-18,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
230,1950-08-19,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",,,
231,1950-08-20,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",,,
232,1950-08-21,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
233,1950-08-22,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
234,1950-08-23,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
235,1950-08-24,Montevideo,Uruguay,,,y,SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
236,1950-08-25,Montevideo,Uruguay,,,y,SIU program; MHS Box 22 Personal Log; SIU Box 39 folder 3,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
237,1950-08-26,Montevideo,Uruguay,,,y,SIU Box 104 folder 4,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
238,1950-08-27,Montevideo,Uruguay,,,y,SIU Box 104 folder 4,"Montevideo,Uruguay",,,
239,1950-08-28,Montevideo,Uruguay,,,y,SIU Box 104 folder 4; SIU Box 42 folder 1,"Montevideo,Uruguay",,,
240,1950-08-29,Montevideo,Uruguay,,,y,SIU Box 104 folder 4,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
241,1950-08-30,Montevideo,Uruguay,Buenos Aires,Argentina,n,,"Montevideo,Uruguay",-34.9011127,-56.16453139999999,
242,1950-08-31,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
243,1950-09-01,Buenos Aires,Argentina,,,y,SIU program; MHS Box 22 Personal Log; SIU Box 104 folder 4,"Buenos Aires,Argentina",,,
244,1950-09-02,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",-34.6036844,-58.3815591,
245,1950-09-03,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
246,1950-09-04,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
247,1950-09-05,Buenos Aires,Argentina,,,y,,"Buenos Aires,Argentina",,,
248,1950-09-06,Buenos Aires,Argentina,,,y,"SIU Box 15, folder 6","Buenos Aires,Argentina",,,
